"vid","cid","id","source","project","pcode","name","visit_date","visit_onsite","visit_onsite_novisitreason","geom","longitude","latitude","location_origin","province","province_old","territoire","collectivite","groupement","village","workers_numb","access_dry","access_wet","is_3t_mine","is_gold_mine","mineral1","selling_points_mineral1","final_destination_mineral1","mineral2","selling_points_mineral2","final_destination_mineral2","mineral3","selling_points_mineral3","final_destination_mineral3","mercury","presence","interference","armed_group1","type_armed_group1","frequency_armed_group1","taxation_armed_group1","commerce_taxation_armed_group1","entrance_taxation_armed_group1","monopoly_armed_group1","buying_minerals_armed_group1","digging_armed_group1","forced_labour_armed_group1","pillaging_armed_group1","pit_ownership_armed_group1","armed_group2","type_armed_group2","frequency_armed_group2","taxation_armed_group2","commerce_taxation_armed_group2","entrance_taxation_armed_group2","monopoly_armed_group2","buying_minerals_armed_group2","digging_armed_group2","forced_labour_armed_group2","pillaging_armed_group2","pit_ownership_armed_group2","armed_group3","type_armed_group3","frequency_armed_group3","taxation_armed_group3","commerce_taxation_armed_group3","entrance_taxation_armed_group3","monopoly_armed_group3","buying_minerals_armed_group3","digging_armed_group3","forced_labour_armed_group3","pillaging_armed_group3","pit_ownership_armed_group3","mechanisation","state_service1","state_service2","state_service3","state_service4","traceability","qualification","childunder15","childunder15work","women","womenwork"
2403,1840,1840,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01837","Misumari I","2015-07-22",1,,"0101000020E61000000F7C0C569CE63C40471D1D57237BFCBF",28.900823,-1.780063,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Buzi","Numbi",16,,,1,0,"Cassitérite","Numbi","Bukavu",,,,,,,,0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2404,1841,1841,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01845","Njili","2015-07-22",1,,"0101000020E6100000833FD4A22BC63B40D66EBBD05C470EC0",27.7741033333,-3.784845,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Wakabango","Ikama-Kasanza","Jerusalem",30,,,0,1,"Or",,"Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Permanent","1",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2405,1842,1842,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00860","Kisima 1","2015-07-23",1,,"0101000020E6100000D105F52D73DA3C40F8C264AA60D4FDBF",28.85332,-1.86435,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Buzi","Shanje",30,,,0,1,"Or","Shanje, Numbi","Bukavu",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2406,1843,1843,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00882","Kanyanja","2015-07-23",1,,"0101000020E6100000A3C6F593A3DF3C40C10246DEEAA9FFBF",28.873589751724136,-1.978983753448276,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Ziralo","Bushushu",25,,,0,1,"Or","Nyamukubi","Bukavu",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2407,1844,1844,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00918","Nkwiro","2015-07-23",1,,"0101000020E61000005917B7D100EE3C40014D840D4FAFFFBF",28.9297,-1.9803,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Mbinga Sud","Bushushu",60,,,1,0,"Cassitérite","Nyabibwe","Bukavu",,,,,,,,0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,1,"Laver"
2408,1845,1845,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01818","Kamambalu","2015-07-23",1,,"0101000020E6100000B4C21C1853C33B405CC8B865AD2E0EC0",27.7629866667,-3.7727916667,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Wakabango","Ikama-Kasanza","Canada",37,,,0,1,"Or",,"Bukavu",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Permanent","0",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2409,1846,1846,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01827","Fungamwaka I","2015-07-23",1,,"0101000020E61000001188AA7D42E33C4022E74351175FFCBF",28.887733320363683,-1.7732155966209082,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Buzi","Numbi",500,,,1,0,"Cassitérite","Numbi","Bukavu",,,,,,,,0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,1,,1,"Vendre"
2410,1847,1847,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01836","Miabi kunda","2015-07-23",1,,"0101000020E6100000B2632310AFB73B40CC7E7297EACF0EC0",27.717515,-3.8515216667,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Wakabango","Ikama-Kasanza","Miabi",5,,,0,1,"Or",,"Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2411,1848,1848,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01839","Mukamba","2015-07-23",1,,"0101000020E6100000EA211ADD412C3B401B0DE02D90A00DC0",27.17288,-3.7034,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Wakabango","Nkulu","Mpombo",120,,,0,1,"Or",,"Bukavu",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2412,1849,1849,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01961","Magombu","2015-07-23",1,,"0101000020E6100000FB5B02F04FFD3C403E03EACDA8F99ABF",28.989501,-0.026343,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Batangi","Musindi","Vukendo",89,,,0,1,"Or","Vukendo","Butembo",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2413,1850,1850,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00274","Lumba","2015-07-24",1,,"0101000020E61000005D15A8C5E0E13C402FBE688F17D2B1BF",28.882336,-0.069612,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Batangi","Musindi","Lwate",68,,,0,1,"Or","Vuyinga, Kasugho, Vukendo","Butembo",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois tous les 15 jours","1",,,"0","0","0","0","0",,"NDC","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,"Maï-Maï UPCP","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,,,,,,,,0,,1,"Laver"
2414,1851,1851,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00275","Lumou","2015-07-24",1,,"0101000020E6100000D4031A38DDDB3C40F5A3354B2852B1BF",28.8588442863,-0.0676598724,"GPS (Approximation)","Nord-Kivu","Nord-Kivu","Lubero","Batangi","Musindi","Yama",89,,,0,1,"Or","Kasugho, Vuyinga","Butembo",,,,,,,"0",1,1,"NDC","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,"Maï-Maï UPCP","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,,,,,,,,,,,,,,,,,,,,0,,1,"Laver"
2415,1852,1852,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00673","Mosko","2015-07-24",1,,"0101000020E610000033FE7DC685A33B409E98F56228A704C0",27.63876,-2.58162,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba-Sud","Byangama",6,,,0,1,"Or",,"Bukavu",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Permanent","0",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2416,1853,1853,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00846","Central","2015-07-24",1,,"0101000020E61000009466FF2CC4E33C400C8DE2106B48FCBF",28.88971215472573,-1.7676802310532507,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Buzi","Numbi",150,,,1,0,"Cassitérite","Numbi","Bukavu","Tourmaline","Numbi","Goma",,,,,0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2417,1854,1854,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00873","Kadongi","2015-07-24",1,,"0101000020E6100000EF8E8CD5E6DB3C40B0AE0AD46230FEBF",28.858991,-1.886813,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Ziralo","Nyalusa, Gali",11,,,0,1,"Or","Shanje, Numbi","Bukavu",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2418,1855,1855,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00917","Kalimbi (Nyabibwe)","2015-07-24",1,,"0101000020E6100000B14D2A1A6BEF3C40F911BF620D17FFBF",28.935228,-1.943128,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Mbinga Nord","Nyabibwe",50,,,1,0,"Cassitérite","Nyabibwe","Bukavu",,,,,,,,1,0,"FARDC","FARDC - Pas d’ingérence constatée","Une fois par mois","0",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2419,1856,1856,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01820","Kakamba/Kamenze","2015-07-24",1,,"0101000020E61000002D0FAAF917963B40363BE72A03140CC0",27.5863033333,-3.5097716667,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Wakabango","Ikama-Kasanza","Tabuta2",50,,,1,0,"Cassitérite",,"Bukavu",,,,,,,,1,0,"FARDC","FARDC - Pas d’ingérence constatée","Une fois par mois","0",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2420,1857,1857,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01830","Latuzo","2015-07-24",1,,"0101000020E61000004B0D23731BED3B408638D6C56D940BC0",27.9262001,-3.447475,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Wakabango","Ikama kasanza","Kiziba",4,,,0,1,"Or",,"Bukavu",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Une fois par mois","0",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2421,1858,1858,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01916","Kamunyonge","2015-07-24",1,,"0101000020E6100000E5B4A7E49CF03C40B7B244679945B4BF",28.939894,-0.079187,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Batangi","Musindi","Vukendo",93,,,0,1,"Or","Vukendo","Butembo",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois tous les 15 jours","1",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"Transporter, Laver"
2422,1859,1859,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01941","Libeta","2015-07-24",1,,"0101000020E6100000BE1589096AEC3C40E5B8533A58FFB3BF",28.923493,-0.078115,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Batangi","Musindi","Libeta",78,,,0,1,"Or","Vukendo","Butembo",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois tous les 15 jours","1",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2423,1860,1860,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01944","Lubanda","2015-07-24",1,,"0101000020E6100000C6BFCFB870F83C401381EA1F4432ACBF",28.97047,-0.055071,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Batangi","Musindi","Vukendo",56,,,0,1,"Or","Vukendo","Butembo",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois tous les 15 jours","1",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2424,1861,1861,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01956","Maakuha","2015-07-24",1,,"0101000020E610000040DAFF006BE93C4021E868554B3AB2BF",28.911789,-0.071202,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Batangi","Musindi","Maakuha",62,,,0,1,"Or","Vukendo","Butembo",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois tous les 15 jours","1",,,"0","0","0","0","0",,"NDC","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,"Maï-Maï UPCP","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,,,,,,,,0,,1,"Laver"
2425,1862,1862,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01815","Kabusangala","2015-07-25",1,,"0101000020E61000004FBA05373FBF3B4079EAFC589B590EC0",27.7470583333,-3.7937533333,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Wakabango","Ikama-Kasanza","Mutasa",5,,,0,1,"Or",,"Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois tous les 15 jours","1",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2426,1863,1863,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01987","Mukuyu","2015-07-25",1,,"0101000020E610000093D1D9EE0BD53C40A4367172BF43B5BF",28.8322133333,-0.083065,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Batangi","Musindi","Mambungu",106,,,0,1,"Or","Vuyinga, Kasugho","Butembo",,,,,,,"0",1,1,"FDLR","Groupe armé étranger","Une fois tous les 15 jours","1",,,"0","1","0","0","0",,"NDC","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,"Maï-Maï UPCP","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,,,,,,,,0,,0,
2427,1864,1864,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00282","Kanaana","2015-07-26",1,,"0101000020E6100000B5EF8C5178CB3C40B4BEA65023CCB9BF",28.79480466547803,-0.10077114790942227,"GPS ","Nord-Kivu","Nord-Kivu","Lubero","Batangi","Musindi","Makokwando/Kanaana",80,,,0,1,"Or","Kasugho, Vuyinga","Butembo",,,,,,,"0",1,1,"FDLR","Groupe armé étranger","Une fois tous les 15 jours","1",,,"0","1","0","0","0",,"NDC","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,"Maï-Maï UPCP","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,,,,,,,,0,,0,
2428,1865,1865,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00283","Gomora","2015-07-26",1,,"0101000020E610000006802A6EDCC23C4037E0F3C308E1A9BF",28.761176,-0.050545,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Batangi","Musindi","Gomora",136,,,0,1,"Or","Vuyinga, Kasugho","Butembo",,,,,,,"0",1,1,"FDLR","Groupe armé étranger","Une fois tous les 15 jours","1",,,"0","1","0","0","0",,"NDC","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,,,,,,,,,,,,,,,,,,,,0,,0,
2429,1866,1866,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01871","Baitoli","2015-07-26",1,,"0101000020E610000091375D8025C43C4078434FB30337B3BF",28.76619722629363,-0.07505820396114682,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Batangi","Musindi","Kanana",108,,,0,1,"Or","Kasugho, Vuyinga","Butembo",,,,,,,"0",1,1,"FDLR","Groupe armé étranger","Permanent","1",,,"0","1","0","0","0",,"NDC","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,,,,,,,,,,,,,,,,,,,,0,,0,
2430,1867,1867,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01921","Karuruma","2015-07-26",1,,"0101000020E6100000F59CF4BEF1BD3C406BF12900C633A8BF",28.74197,-0.04727,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Bapere","Bapukara","Malulu",188,,,0,1,"Or","Vuyinga, Kasugho","Butembo",,,,,,,"0",1,1,"FDLR","Groupe armé étranger","Une fois tous les 15 jours","1",,,"0","1","0","0","0",,"NDC","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,,,,,,,,,,,,,,,,,,,,0,,0,
2431,1868,1868,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01923","Kasanga","2015-07-26",1,,"0101000020E6100000B774F4D392C53C40FBAD763C4175B6BF",28.7717716667,-0.0877266667,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Batangi","Musindi","Kanana",85,,,0,1,"Or","Kasugho, Vuyinga","Butembo",,,,,,,"0",1,1,"FDLR","Groupe armé étranger","Une fois tous les 15 jours","1",,,"0","1","0","0","0",,"Maï-Maï UPCP","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,"NDC","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,,,,,,,,0,,0,
2432,1869,1869,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01967","Mambungu","2015-07-26",1,,"0101000020E610000041A5223AF1CE3C400BB5A679C729B6BF",28.8083683333,-0.086575,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Batangi","Musindi","Mambungu",114,,,0,1,"Or","Vuyinga, Kasugho","Butembo",,,,,,,"0",1,1,"FDLR","Groupe armé étranger","Une fois tous les 15 jours","1",,,"0","0","0","0","0",,"Maï-Maï UPCP","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,"NDC","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,,,,,,,,0,,0,
2433,1870,1870,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00711","Kaminkya/Koweit","2015-07-27",1,,"0101000020E61000004DACED6AF2283B40267F8BB2495E0DC0",27.15994900038304,-3.671039004213429,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Wakabango","Nkulu","Lusenge",5,,,0,1,"Or",,"Bukavu",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Une fois par mois","0",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2434,1871,1871,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00877","Kironge","2015-07-27",1,,"0101000020E61000001D2CE892FBD13C403D11A5D26566FFBF",28.820244962389655,-1.9624994495689656,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Ziralo","Lusisa",15,,,0,1,"Or","Nyabibwe","Bukavu",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2435,1872,1872,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01817","Kamakungu","2015-07-27",1,,"0101000020E610000092E7FA3E1CC43B402F8B89CDC7350EC0",27.766056,-3.77626,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Wakabango","Ikama-Kasanza","Kabilongo",27,,,0,1,"Or",,"Bukavu",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Permanent","0",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,1,"Vendre"
2436,1873,1873,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01857","Npoko/Kalusungu","2015-07-27",1,,"0101000020E610000056D357ECC5343B402DA2F921D8FD0DC0",27.206145068589954,-3.7489473966891382,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Wakabango","Nkulu","Mulungu",10,,,0,1,"Or",,"Bukavu",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2437,1874,1874,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01879","Busisi","2015-07-27",1,,"0101000020E6100000C819B295AA173C403BA72F45A6A9F8BF",28.0924466667,-1.5414183333,"GPS","Nord-Kivu","Nord-Kivu","Walikale","Bakano","Bakano","Busisi",36,,,1,0,"Cassitérite","Walikale","Goma",,,,,,,,0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines","iTSCi (via SAESSCAM)","Police des Mines","iTSCI",,0,,0,
2438,1875,1875,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01908","Kakuku lowa","2015-07-27",1,,"0101000020E61000004F29873B04173C40B85AFDD28FF3F5BF",28.0899083333,-1.3719633333,"GPS","Nord-Kivu","Nord-Kivu","Walikale","Wanianga","Banabangi","Kakuku",41,,,0,1,"Or","Walikale","Bukavu",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2439,1876,1876,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01935","Kisanga yakati","2015-07-27",1,,"0101000020E61000008CB31163AC153C405E9D6340F6FAF5BF",28.0846616667,-1.37377,"GPS","Nord-Kivu","Nord-Kivu","Walikale","Wanianga","Utunda","Wenga",44,,,0,1,"Or","Walikale","Bukavu",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2440,1877,1877,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01999","Nyamuchanga","2015-07-27",1,,"0101000020E6100000A6D0798D5D1A3C405DBF60376CDBF5BF",28.10299,-1.36607,"GPS","Nord-Kivu","Nord-Kivu","Walikale","Wanianga","Utunda","Ngora",290,,,0,1,"Or","Walikale","Bukavu",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Division des mines",,,,,,0,,0,
2441,1878,1878,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00720","Mizango","2015-07-28",1,,"0101000020E610000032E36DA5D7BA3B40176536C824430EC0",27.729853,-3.782785,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Wakabango","Ikama-Kasanza","Mizango",70,,,0,1,"Or",,"Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2442,1879,1879,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00880","Kasese 1","2015-07-28",1,,"0101000020E61000001AD2AAFC2EDB3C40461C1BB661D1FFBF",28.856185714439654,-1.9886185754310346,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Mbinga Sud","Bushushu",43,,,0,1,"Or","Nyamukubi","Bukavu",,,,,,,"1",0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,1,"Vendre"
2443,1880,1880,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine00881","Kasese 2","2015-07-28",1,,"0101000020E61000006F7D586F54DB3C402E4FB619A5C7FFBF",28.856757124999998,-1.986241436422414,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Mbinga Sud","Bushushu",25,,,1,0,"Cassitérite","Nyamukubi","Bukavu",,,,,,,,0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Division des mines",,,,,,0,,0,
2444,1881,1881,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01135","Matamba","2015-07-28",1,,"0101000020E610000042030C6F38183C4079E9263108ACF8BF",28.0946111111,-1.542,"GPS","Nord-Kivu","Nord-Kivu","Walikale","Bakano","Bakano","Bussissi / Bafuna",64,,,1,0,"Cassitérite","Itebero","Goma",,,,,,,,0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines","iTSCi (via SAESSCAM)","Police des Mines","iTSCI",,0,,0,
2445,1882,1882,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01700","Kakenge","2015-07-28",1,,"0101000020E6100000441C34AB22E83C40FB4D174C9389FCBF",28.906779003355282,-1.7835877392107011,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Buzi","Numbi",24,,,1,0,"Cassitérite","Numbi","Bukavu",,,,,,,,0,0,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2446,1883,1883,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01813","Kabifungi","2015-07-28",1,,"0101000020E6100000B3A3494E13BF3B409DBE335D754A0EC0",27.7463883333,-3.7863566667,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Wakabango","Ikama-Kasanza","Kita zaire",2,,,1,1,"Or",,"Bukavu","Cassitérite",,"Bukavu",,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois tous les 15 jours","1",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,0,
2447,1884,1884,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01819","Kamangobo","2015-07-28",1,,"0101000020E61000001C9FA1A4ADC33B40E6E9C7A32E2C0EC0",27.7643683333,-3.7715733333,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Wakabango","Ikama-Kasanza","Kananda",50,,,0,1,"Or",,"Bukavu",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Permanent","0",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"SAESSCAM","Division des mines",,,,,0,,1,"Vendre"
2448,1885,1885,"IPIS - Ministère des Mines","IPIS - IOM PROMINES 2015","codmine01927","Katoio","2015-07-28",1,,"0101000020E61000009F71E14048B63C402FDD24068195ABBF",28.71204,-0.053875,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Bapere","Bapukara","Malulu",60,,,0,1,"Or","Vuyinga, Kasugho","Butembo",,,,,,,"0",1,1,"FDLR","Groupe armé étranger","Permanent","1",,,"0","1","0","0","0",,"NDC","Groupe armé local","Irrégulière","0",,,"0","0","0","0","1",,,,,,,,,,,,,,,,,,,,,0,,0,
