"vid","id","source","project","pcode","name","visit_date","visit","novisit_reason","geom","longitude","latitude","location_origin","prefecture","sousprefecture","commune","village","chantiers_numb","workers_numb","workers_women","workers_women_work_type","childunder15","childunder15_work_type","minerals","minerals_diamant","minerals_or","minerals_autre","production_destination","services1_name","services1_frequency","services2_name","services2_frequency","services3_name","services3_frequency","actor_type","actor1name","actor1name_frequency","actor1name_tax","actor1name_pillage","actor1name_forcedlabour","actor1name_buyminerals","actor1name_digging","actor1name_monopoly","actor2name","actor2name_frequency","actor2name_tax","actor2name_pillage","actor2name_forcedlabour","actor2name_buyminerals","actor2name_digging","actor2name_monopoly","actor3name","actor3name_frequency","actor3name_tax","actor3name_pillage","actor3name_forcedlabour","actor3name_buyminerals","actor3name_digging","actor3name_monopoly","roadblocks","roadblocks_actor","environment_water_change","environment_deforestation","conflict_category","conflict_type","accident_injured","accident_dead"
51,39,"IPIS","IPIS - TetraTech 2019","cafmine00039","Gbazerbaza","2019-04-27",1,,"0101000020E61000009D40008422F8304082902C6002A71640",16.9692766667,5.663095,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Camp-Bangui",30,300,40,"Laver, Transporter, Traiter",50,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Yaloké, Bangui","Brigade minière (USAF)","aleatoire",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,5,0
52,40,"IPIS","IPIS - TetraTech 2019","cafmine00040","Ndeing Aval","2019-04-27",1,,"0101000020E6100000D55B035B25FC3040788983A612BB1640",16.984945,5.6826883333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Camp-Bangui",10,200,60,"Laver, Transporter, Traiter",20,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Camp Bangui, Gaga, Yaloké","Administration des mines","aleatoire","Administration des mines","aleatoire",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,6,0
53,55,"IPIS","IPIS - TetraTech 2019","cafmine00055","Papou","2019-04-27",1,,"0101000020E610000061B15E3110853140273F10FE58AB1640",17.5197783333,5.6673316667,"GPS","Ombella-M'Poko","Bossembélé","Bossembélé","Ndjoh",3,60,9,"Creuser, Laver, Traiter",21,"Laver, Traiter","Or",0,1,0,"Bangui, Bossembélé, Bossangoa, Yaloké",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie et jeunes de la localité",1,"etayement extension",,,0,0
54,58,"IPIS","IPIS - TetraTech 2019","cafmine00058","Lima","2019-04-27",1,,"0101000020E6100000F4E159828C602F40CC07043A93A61B40",15.688572,6.912671,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Dibono",2,60,35,"Laver, Transporter",10,"Laver, Transporter","Or",0,1,0,"Cameroun 2, Tchad, Nigeria","Services de santé","trois_mois","Éducation","trois_mois",,"permanent","autodefense etatique groupe_arme","3R","permanent",0,1,,0,,0,"FACA",,,,,,,,"Anti-balaka",,,,,,,,0,,1,"etayement extension",,,0,0
55,59,"IPIS","IPIS - TetraTech 2019","cafmine00059","Barrage Bernard","2019-04-27",1,,"0101000020E6100000DC63E943178C2F404FCB0F5CE5591B40",15.773615,6.837789,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Sangami",1,200,60,"Laver, Transporter",20,"Laver, Transporter","Or",0,1,0,"Tchad, Cameroun 2, Nigeria","Autorités locales ou coutumières","permanent","Services de santé","permanent",,"permanent","groupe_arme","3R","permanent",0,1,,0,,0,,,,,,,,,,,,,,,,,0,,1,"etayement extension",,,0,0
56,60,"IPIS","IPIS - TetraTech 2019","cafmine00060","Gbaguene","2019-04-27",1,,"0101000020E6100000AF777FBC579D2F403D2AFEEF88CA1B40",15.80731,6.947788,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Koupi",1,20,8,"Laver, Transporter",4,"Laver, Transporter","Or",0,1,0,"Tchad, Cameroun 2, Nigeria, Niger, Soudan","Autorités locales ou coutumières","permanent","Gendarmerie","aleatoire",,,"etatique groupe_arme","3R","permanent",1,1,,0,,0,"Rebelles Tchadiens","permanent",1,,1,1,1,1,,,,,,,,,0,,1,"etayement extension","Conflit lié à l’exploitation artisanale, Conflit avec des acteurs extérieurs au site","Conflits lié au vol, Conflits avec éleveurs, Litige de propriété entre chantiers sur le même site, Conflit entre assureurs et artisans, Conflits avec des groupes armés non-étatiques",0,0
57,91,"IPIS","IPIS - TetraTech 2019","cafmine00091","Mbèhya","2019-04-27",1,,"0101000020E610000047054EB681373040B0E8D66B7AA01840",16.216823,6.156717,"Approximation","Ouham-Pendé","Bossemtélé","Binon","Bouforo",2,400,250,"Creuser, Laver, Transporter, Traiter",50,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Bozoum","Administration des mines","aleatoire","Brigade minière (USAF)","aleatoire",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"etayement extension chauffage","Conflit lié à l’exploitation artisanale, Conflit avec des sociétés minières","Conflits de limites, Litige de propriété du site avec d'autres activités, Litige de propriété entre chantiers sur le même site, Conflits entre propriétaires et exploitants",2,1
58,92,"IPIS","IPIS - TetraTech 2019","cafmine00092","Nabédouï","2019-04-27",1,,"0101000020E610000075012F336C383040309DD66D50AB1840",16.220401,6.167299,"Approximation","Ouham-Pendé","Bossemtélé","Binon","Boforo",2,26,7,"Laver, Transporter, Traiter",3,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Bozoum","Brigade minière (USAF)","trois_mois","Services de santé","an","Administration des mines","trois_mois","0",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,"chauffage extension",,,1,0
59,93,"IPIS","IPIS - TetraTech 2019","cafmine00093","Mbèya_2","2019-04-27",1,,"0101000020E61000000569C6A2E93830404D10751F80B41840",16.222315,6.17627,"Approximation","Ouham-Pendé","Bozoum","Birvan-Bolé","Biforo",1,200,120,"Laver, Transporter, Traiter",35,"Laver, Transporter, Traiter","Or",0,1,0,"Bozoum","Brigade minière (USAF)","aleatoire",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"chauffage extension",,,0,0
60,41,"IPIS","IPIS - TetraTech 2019","cafmine00041","Péya Camp-Bangui","2019-04-28",1,,"0101000020E6100000E3DF675C380431404EFD55A2D9B21640",17.016485,5.6746583333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Camp-Bangui",10,600,200,"Laver, Transporter, Traiter",100,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Yaloké","Administration des mines","aleatoire","Brigade minière (USAF)","aleatoire",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension etayement","Conflit avec des sociétés minières","Litige de propriété du site avec d'autres activités, Conflit avec la société Chinoise HW LEPO qui a engendré 1 blessé grave suite à une balle perdue tirée par un FACA. Le FACA à son tour est battu à mort par la population",5,0
61,42,"IPIS","IPIS - TetraTech 2019","cafmine00042","Ban Camp-Bangui","2019-04-28",1,,"0101000020E6100000AA94C643F20C31407AB921E855BA1640",17.0505716667,5.6819683333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Camp-Bangui",30,300,150,"Laver, Transporter, Traiter",30,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Gaga, Yaloké",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,100,0
62,43,"IPIS","IPIS - TetraTech 2019","cafmine00043","Zoué","2019-04-28",1,,"0101000020E610000092EA3BBF28FD304044FB58C16FA31640",16.988903,5.659606,"Approximation","Ombella-M'Poko","Yaloké","Guézéli","Zoué",15,80,30,"Creuser, Laver, Transporter, Traiter",20,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Yaloké, Zoué, Camp Bangui",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,2,0
63,44,"IPIS","IPIS - TetraTech 2019","cafmine00044","Gbolon","2019-04-28",1,,"0101000020E6100000A24B109A4A003140A8D529B158D01640",17.0011383333,5.7034633333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Zoué",15,200,60,"Creuser, Laver, Transporter, Traiter",20,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Camp Bangui, Gaga, Yaloké","Brigade minière (USAF)","aleatoire","Autorités locales ou coutumières","aleatoire",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,1,0
64,56,"IPIS","IPIS - TetraTech 2019","cafmine00056","Pk12","2019-04-28",1,,"0101000020E610000013CAEA31A4693140273BCFFA81D81640",17.4126616667,5.7114333333,"GPS","Ombella-M'Poko","Bossembélé","Bossembélé","45km De Ndjoh",1,5,2,"Creuser, Laver, Traiter",0,,"Or",0,1,0,"Ndjo, Banda, Bossangoa",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"etayement extension chauffage",,,0,0
65,57,"IPIS","IPIS - TetraTech 2019","cafmine00057","Zu-Ndjoh","2019-04-28",1,,"0101000020E6100000F3B6AA11E75E314001F6D1A92BDF1640",17.3707133333,5.71794,"GPS","Ombella-M'Poko","Bossembélé","Bossembélé","Banda 67km De Ndjoh",6,150,10,"Laver, Traiter",15,"Creuser, Laver, Traiter","Or",0,1,0,"Ndjo, Bossangoa",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,"0",,,0,1
66,45,"IPIS","IPIS - TetraTech 2019","cafmine00045","Zoué","2019-04-29",1,,"0101000020E61000001E9C777777F730404AD235936FE61640",16.9666666667,5.725035,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Zoué",15,70,30,"Laver, Transporter, Traiter",20,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Yaloké, Garoua Boulaï",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,2,0
67,46,"IPIS","IPIS - TetraTech 2019","cafmine00046","Camp-Atrone","2019-04-29",1,,"0101000020E610000077E1DF8C870031403134706235F31640",17.0020683333,5.7375083333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Zoué",10,200,100,"Laver, Transporter, Traiter",25,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Zoué, Garoua Boulaï","Brigade minière (USAF)","aleatoire",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,3,0
68,47,"IPIS","IPIS - TetraTech 2019","cafmine00047","Mbèrè","2019-04-29",1,,"0101000020E61000000A4B3CA06CF23040013EA6937F501740",16.94697,5.8286116667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Gbabé",10,150,80,"Laver, Transporter",20,"Creuser, Laver, Transporter","Or",0,1,0,"Carrefour, Camp Bangui",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,50,0
69,48,"IPIS","IPIS - TetraTech 2019","cafmine00048","Mbèrè-Moussa","2019-04-29",1,,"0101000020E6100000694095BF68F830405EBA490C020B1740",16.9703483333,5.76075,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Gbabé",20,100,30,"Laver, Transporter",0,,"Or",0,1,0,"Bangui, Garoua Boulaï",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,2,0
70,61,"IPIS","IPIS - TetraTech 2019","cafmine00061","Yewere","2019-04-29",1,,"0101000020E6100000145E82531F682F40CE6F986890121B40",15.703364,6.768129,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Moundji",1,23,8,"Laver, Transporter",2,"Laver, Transporter","Or",0,1,0,"Garoua Boulaï",,,,,,,"groupe_arme","3R","permanent",0,0,,0,,0,,,,,,,,,,,,,,,,,0,,1,"extension etayement","Conflit avec des acteurs extérieurs au site","Conflits avec des groupes armés non-étatiques",0,0
71,62,"IPIS","IPIS - TetraTech 2019","cafmine00062","Ngorohoul","2019-04-29",1,,"0101000020E610000082AB3C81B0432F4078B5DC9909161B40",15.632206,6.771521,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Moundji",1,45,20,"Laver, Transporter",10,"Laver, Transporter","Or",0,1,0,"Garoua Boulaï",,,,,,,"groupe_arme","3R","permanent",0,0,,0,,0,,,,,,,,,,,,,,,,,0,,1,"extension etayement","Conflit avec des acteurs extérieurs au site","Conflits avec des groupes armés non-étatiques",0,0
72,64,"IPIS","IPIS - TetraTech 2019","cafmine00064","Moboma","2019-04-29",1,,"0101000020E61000002FCBAF0B2CDD31402DEC6987BF660D40",17.8639533333,3.67517,"GPS","Lobaye","Mbaïki","Moboma","Moboma",10,2000,10,"Laver, Transporter, Autres activités",100,"Laver, Traiter","Or",0,1,0,"Bagandou, Bangui, Dubaï","Brigade minière (USAF)","aleatoire","Administration des mines","aleatoire",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension chauffage etayement","Conflit lié à l’exploitation artisanale","Conflits de limites, Conflits lié au vol, Conflits concernant le partage des gains, Litige de propriété entre chantiers sur le même site",30,4
73,69,"IPIS","IPIS - TetraTech 2019","cafmine00069","Koyalet","2019-04-29",1,,"0101000020E6100000767775B32CA5314050D64180F9111540",17.6452133333,5.2675533333,"GPS","Nana-Mambéré","Baoro","Bawi Tédoa","Ngombou",4,27,4,"Laver, Traiter",8,"Laver","Diamant",1,0,0,"Bouar, Baoro, Bangui","Brigade minière (USAF)","aleatoire",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Barrière formelle",1,"etayement chauffage extension",,,0,0
74,94,"IPIS","IPIS - TetraTech 2019","cafmine00094","Yakouma","2019-04-29",1,,"0101000020E61000007573F1B73D4D3040B1F4465277021940",16.301723,6.2524083,"Approximation","Ouham-Pendé","Bossemtélé","Binon","Kparé",6,90,50,"Creuser, Laver, Transporter, Traiter",25,"Laver, Transporter, Traiter","Or",0,1,0,"Bozoum","Brigade minière (USAF)","mois","Administration des mines","an","Services de santé","aleatoire","etatique","FACA",,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police, Eaux et Forêts",1,"extension chauffage","Conflit lié à l’exploitation artisanale","Conflits de limites, Conflits lié au vol, Conflits concernant le partage des gains, Conflits entre propriétaires et exploitants",2,4
75,95,"IPIS","IPIS - TetraTech 2019","cafmine00095","Yabossio_1","2019-04-29",1,,"0101000020E61000007C444C89244E304082FFAD64C7F61840",16.305245,6.240995,"Approximation","Ouham-Pendé","Bossemtélé","Binon","Kparé",2,200,120,"Laver, Transporter, Traiter",30,"Laver, Transporter, Traiter","Or",0,1,0,"Bozoum","Brigade minière (USAF)","aleatoire","Administration des mines","trois_mois","Services de santé","aleatoire","etatique","FACA",,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police, Eaux et Forêts",1,"etayement extension chauffage","Conflit lié à l’exploitation artisanale","Conflits de limites, Conflits lié au vol, Conflits concernant le partage des gains, Conflits entre propriétaires et exploitants",5,0
76,96,"IPIS","IPIS - TetraTech 2019","cafmine00096","Yabossio_2","2019-04-29",1,,"0101000020E6100000D2E5CDE15A4D3040E9B6442E38F31840",16.302168,6.237519,"Approximation","Ouham-Pendé","Bossemtélé","Binon","Kparé",3,60,32,"Laver, Transporter, Traiter",12,"Laver, Transporter, Traiter","Or",0,1,0,"Bozoum","Administration des mines","trois_mois","Brigade minière (USAF)","aleatoire","Services de santé","aleatoire","etatique","FACA",,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police, Eaux et Forêts",1,"extension chauffage","Conflit lié à l’exploitation artisanale","Conflits de limites, Conflits lié au vol, Conflits concernant le partage des gains, Conflits entre propriétaires et exploitants",0,0
77,97,"IPIS","IPIS - TetraTech 2019","cafmine00097","Ihnakparé","2019-04-29",0,"distance","0101000020E6100000BB7EC16ED8563040F88DAF3DB3A41840",16.33924,6.16084,"Approximation","Ouham-Pendé","Bossemtélé","Binon","Kparé",3,7,4,"Laver, Transporter, Traiter",0,,"Diamant, Or",1,1,0,"Bozoum","Autorités locales ou coutumières","mois",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie",0,"etayement chauffage extension",,,0,0
78,120,"IPIS","IPIS - TetraTech 2019","cafmine00120","Gbassa Tangue","2019-04-29",0,"autre","0101000020E610000032A171BC159C31401704BD159C841640",17.6097066667,5.6295016667,"GPS","Ombella-M'Poko","Bossembélé","Bossembélé","Yadama",7,30,20,"Creuser, Creuser sous terre, Laver, Transporter, Traiter",5,"Creuser, Laver, Traiter","Diamant, Or",1,1,0,"Bossangoa, Ndjo",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Personnes qui arrangent les route dégradées",0,"extension etayement",,,0,0
79,49,"IPIS","IPIS - TetraTech 2019","cafmine00049","Cflt Ban-Zoué","2019-04-30",1,,"0101000020E6100000F4D57DDB26033140F9E83B9D3E051740",17.0123116667,5.7551216667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Carrefour",50,1500,500,"Laver, Transporter, Traiter",200,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Bangui, Garoua Boulaï","Brigade minière (USAF)","aleatoire",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,2,1
80,50,"IPIS","IPIS - TetraTech 2019","cafmine00050","Gbabé","2019-04-30",1,,"0101000020E6100000D297B6A490FD30406536C82423071740",16.9904883333,5.75697,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Carrefour",40,1100,300,"Creuser, Laver, Transporter, Traiter",80,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Yaloké, Bangui, Garoua Boulaï","Brigade minière (USAF)","aleatoire",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,3,0
81,52,"IPIS","IPIS - TetraTech 2019","cafmine00052","Kpoï","2019-04-30",1,,"0101000020E6100000A054FB743C9631400B293FA9F6391640",17.58686,5.556605,"GPS","Ombella-M'Poko","Bossembélé","Bossembélé","Ngata",1,55,20,"Creuser, Laver, Transporter, Traiter",12,"Laver, Traiter","Or",0,1,0,"Ndjo, Bossangoa",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"etayement extension chauffage",,,0,0
82,63,"IPIS","IPIS - TetraTech 2019","cafmine00063","Béké","2019-04-30",1,,"0101000020E61000003468E89FE08A2F400BEE073C30101B40",15.771245,6.765809,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Sangami",1,25,15,"Laver, Transporter",3,"Laver, Transporter","Or",0,1,0,"Mbai Mboum",,,,,,,"groupe_arme","3R","permanent",0,1,,,,1,,,,,,,,,,,,,,,,,0,,1,"extension etayement","Conflit avec des acteurs extérieurs au site","Conflits avec des groupes armés non-étatiques",0,0
83,65,"IPIS","IPIS - TetraTech 2019","cafmine00065","Lobe","2019-04-30",1,,"0101000020E61000002F7B01D1A6CD314048DD3911D7E40D40",17.8033266667,3.7367383333,"GPS","Lobaye","Mbaïki","Moboma","Bongomba",3,20,0,,0,,"Diamant, Or",1,1,0,"Bagandou, Bangui",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,0,0
84,66,"IPIS","IPIS - TetraTech 2019","cafmine00066","Zingawele-Lobaye","2019-04-30",1,,"0101000020E6100000E08A9CAA68CD31405D4F090B141E0E40",17.8023783333,3.7646866667,"GPS","Lobaye","Mbaïki","Moboma","Lago",1,52,0,,0,,"Diamant, Or",1,1,0,"Bangui","Brigade minière (USAF)","aleatoire",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,"extension chauffage",,,2,0
85,98,"IPIS","IPIS - TetraTech 2019","cafmine00098","Beguida","2019-04-30",1,,"0101000020E6100000E3E0D231E76D3040685C381092D51940",16.429309,6.458565,"Approximation","Ouham-Pendé","Bozoum","Kouazo","Betara",5,170,70,"Creuser, Laver, Transporter, Traiter",15,"Laver, Transporter, Traiter","Diamant, Or",1,1,0,"Bozoum","Gendarmerie","aleatoire","Brigade minière (USAF)","aleatoire","Services de santé","aleatoire","0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police, Eaux et Forêts",1,"etayement chauffage extension","Conflit lié à l’exploitation artisanale, Conflit avec des acteurs extérieurs au site","Conflits lié au vol, Conflits avec éleveurs, Conflits entre propriétaires et exploitants",5,0
86,99,"IPIS","IPIS - TetraTech 2019","cafmine00099","Yabere","2019-04-30",1,,"0101000020E61000005A2BDA1CE76A30400536E7E099C01940",16.417589,6.438087,"Approximation","Ouham-Pendé","Bozoum","Kouazo","Kokol",4,80,50,"Creuser, Concasser, Laver, Transporter, Traiter",10,"Creuser, Concasser, Laver, Transporter, Traiter","Or",0,1,0,"Bozoum","Brigade minière (USAF)","an","Services de santé","trois_mois","Autorités locales ou coutumières","aleatoire","0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police, Eaux et Forêts",1,"etayement chauffage extension","Conflit lié à l’exploitation artisanale","Conflits de limites, Conflits lié au vol, Conflits concernant le partage des gains, Conflits entre propriétaires et exploitants",1,3
87,100,"IPIS","IPIS - TetraTech 2019","cafmine00100","Mbifoura","2019-04-30",1,,"0101000020E6100000FFCBB568016630403046240A2DBB1940",16.398459,6.432789,"Approximation","Ouham-Pendé","Bozoum","Kouazo","Betara",2,200,15,"Laver, Transporter, Traiter",0,,"Or",0,1,0,"Bozoum","Brigade minière (USAF)","an","Services de santé","aleatoire",,,"etatique","FACA",,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police, Eaux et Forêts",1,"etayement extension chauffage","Conflit lié à l’exploitation artisanale","Conflits lié au vol, Conflits entre propriétaires et exploitants",4,0
88,67,"IPIS","IPIS - TetraTech 2019","cafmine00067","Ngouma","2019-05-01",1,,"0101000020E61000002E16AE22B6C231407B832F4CA6AA0D40",17.7605916667,3.708325,"GPS","Lobaye","Mbaïki","Moboma","Ngouma",5,60,0,,0,,"Diamant, Or",1,1,0,"Bangui",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,2,1
89,101,"IPIS","IPIS - TetraTech 2019","cafmine00101","Yariboré","2019-05-01",1,,"0101000020E6100000BD5301F73C373040EA40D653AB9F1840",16.215774,6.155927,"Approximation","Ouham-Pendé","Bozoum","Birvan-Bolé","Boforo",3,150,45,"Laver, Transporter, Traiter",50,"Laver, Transporter, Traiter","Or",0,1,0,"Bozoum","Brigade minière (USAF)","deux_semaines","Administration des mines","an",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie",1,"extension chauffage",,,0,0
90,68,"IPIS","IPIS - TetraTech 2019","cafmine00068","Likekele","2019-05-02",1,,"0101000020E61000009CF37B76D3E43140C34B05981FE50D40",17.8938516667,3.7368766667,"GPS","Lobaye","Mbaïki","Moboma","Moboma Village",5,70,0,,30,"Laver, Traiter","Diamant, Or",1,1,0,"Bagandou, Bangui","Administration des mines","aleatoire","Gendarmerie","aleatoire","Autorités locales ou coutumières","aleatoire","privee","Sécurité privée",,,,,,,,,,,,,,,,,,,,,,,,0,,0,"extension chauffage","Conflit avec des acteurs extérieurs au site, Conflit avec des sociétés minières","Litige de propriété du site avec d'autres activités, Conflits avec les autorités, Conflit dû au non respect des cahiers de charges par la coopérative",2,1
91,104,"IPIS","IPIS - TetraTech 2019","cafmine00104","Datoli","2019-05-02",1,,"0101000020E6100000094AF9248AFF30402F3E9EB809F41540",16.9982016667,5.4883183333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Gaga",50,1000,300,"Laver, Transporter",100,"Creuser, Laver, Transporter","Or",0,1,0,"Gaga, Yaloké, Bangui, Garoua Boulaï",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,6,0
92,105,"IPIS","IPIS - TetraTech 2019","cafmine00105","Yabéolo-Yabéngala","2019-05-02",1,,"0101000020E61000007CD5CA845F023140FC9A13597EE31540",17.00927,5.4721616667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Ziki",10,500,300,"Creuser, Laver, Transporter",50,"Creuser, Laver, Transporter","Or",0,1,0,"Gaga, Yaloké, Bangui, Garoua Boulaï",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,25,0
